config,txt	34	90,11185	
config,txt	2	12,566322	
config,txt	2	22,457397	
config,txt	3	17,330049	
config,txt	3	17,144796	
config,txt	3	17,249433	
config,txt	3	17,659819	
config,txt	3	17,342880	
config,txt	204	333,792168	
config,txt	3	17,669930	
config,txt	4	18,866781	
config,txt	4	116,55167	
config,txt	3	40,651377	
config,txt	3	16,621517	
config,txt	3	16,932706	
config,txt	3	16,525698	
config,txt	3	17,129576	
config,txt	3	16,588467	
config,txt	11	27,623208	
config,txt	9	20,585117	
config,txt	19	43,268897	
config,txt	59	112,869192	
config,txt	44	86,279218	
config,txt	9	24,299887	
config,txt	20	45,402076	
config,txt	20	44,589343	
config,txt	26	44,335163	
config,txt	9	19,416642	
config,txt	9	19,368511	
config,txt	9	19,318360	
config,txt	8	21,475782	
config,txt	6	29,752857	
config,txt	6	25,925319	
config,txt	13	52,758614	
config,txt	6	30,110135	
config,txt	3	77,108997	
config,txt	8	50,727262	
config,txt	6	30,231539	
config,txt	2	12,506622	
config,txt	4	20,121010	
config,txt	4	35,883438	
config,txt	3	91,191277	
config,txt	2	38,848178	
config,txt	5	74,797145	
config,txt	5	45,798288	
config,txt	5	22,462427	
config,txt	5	21,671719	
config,txt	5	22,527202	
config,txt	5	41,416367	
config,txt	5	83,278977	
config,txt	5	36,164378	
config,txt	5	35,134754	
config,txt	5	46,550900	
config,txt	5	39,779637	
